epoch,disc_loss,gen_gan_loss,gen_l1_loss,gen_total_loss,val_disc_loss,val_gen_gan_loss,val_gen_l1_loss,val_gen_total_loss
0,1.1018604040145874,1.5917311906814575,0.11950851231813431,13.542582511901855,NA,NA,NA,NA
1,1.200484275817871,1.1664913892745972,0.10421723127365112,11.588214874267578,NA,NA,NA,NA
2,1.234055519104004,1.1196441650390625,0.09069972485303879,10.189616203308105,NA,NA,NA,NA
3,1.2132296562194824,0.9636727571487427,0.08098915964365005,9.062588691711426,NA,NA,NA,NA
4,1.262251377105713,1.0162348747253418,0.07227331399917603,8.243566513061523,NA,NA,NA,NA
5,1.3876938819885254,1.0878636837005615,0.06269318610429764,7.357182502746582,NA,NA,NA,NA
6,1.364687442779541,0.9064575433731079,0.05833090841770172,6.739548206329346,NA,NA,NA,NA
7,1.4043447971343994,0.820049524307251,0.052698325365781784,6.089881896972656,NA,NA,NA,NA
8,1.4135364294052124,0.7613315582275391,0.050534021109342575,5.814733505249023,NA,NA,NA,NA
